,CO,NO2,O3
945,-200.0,-200.0,589.0
946,-200.0,-200.0,635.0
947,-200.0,-200.0,671.0
948,-200.0,-200.0,992.0
949,-200.0,-200.0,1308.0
950,-200.0,-200.0,1303.0
951,-200.0,-200.0,893.0
952,-200.0,-200.0,715.0
953,-200.0,-200.0,685.0
954,-200.0,-200.0,947.0
955,-200.0,-200.0,1049.0
956,-200.0,-200.0,741.0
957,-200.0,-200.0,801.0
958,-200.0,-200.0,969.0
959,-200.0,-200.0,1038.0
960,-200.0,-200.0,889.0
961,-200.0,-200.0,879.0
962,-200.0,-200.0,846.0
963,-200.0,-200.0,712.0
964,-200.0,-200.0,747.0
965,-200.0,-200.0,791.0
966,-200.0,-200.0,637.0
967,-200.0,-200.0,553.0
968,-200.0,-200.0,449.0
969,-200.0,-200.0,485.0
970,-200.0,-200.0,540.0
971,-200.0,-200.0,685.0
972,-200.0,-200.0,925.0
973,-200.0,-200.0,1382.0
974,-200.0,-200.0,1645.0
975,-200.0,-200.0,1514.0
976,-200.0,-200.0,1509.0
977,-200.0,-200.0,1520.0
978,-200.0,-200.0,1471.0
979,-200.0,-200.0,1282.0
980,-200.0,-200.0,1004.0
981,-200.0,-200.0,714.0
982,-200.0,-200.0,940.0
983,-200.0,-200.0,1272.0
984,-200.0,-200.0,1526.0
985,-200.0,-200.0,1488.0
986,-200.0,-200.0,1475.0
987,-200.0,-200.0,1182.0
988,-200.0,-200.0,933.0
989,-200.0,-200.0,1001.0
990,-200.0,-200.0,756.0
991,-200.0,-200.0,952.0
992,-200.0,-200.0,808.0
993,-200.0,-200.0,779.0
994,-200.0,-200.0,717.0
995,-200.0,-200.0,779.0
996,-200.0,-200.0,1009.0
997,-200.0,-200.0,1595.0
998,-200.0,-200.0,1940.0
999,-200.0,-200.0,1628.0
1000,-200.0,-200.0,1573.0
1001,-200.0,-200.0,1187.0
1002,-200.0,-200.0,900.0
1003,-200.0,-200.0,800.0
1004,-200.0,-200.0,770.0
1005,-200.0,-200.0,758.0
1006,-200.0,-200.0,886.0
1007,-200.0,-200.0,1219.0
1008,-200.0,-200.0,1725.0
1009,-200.0,-200.0,1745.0
1010,-200.0,-200.0,1600.0
1011,-200.0,-200.0,1310.0
1012,-200.0,-200.0,1208.0
1013,-200.0,-200.0,1074.0
1014,-200.0,-200.0,993.0
1015,-200.0,-200.0,923.0
1016,-200.0,-200.0,819.0
1017,-200.0,-200.0,727.0
1018,-200.0,-200.0,694.0
1019,-200.0,-200.0,727.0
1020,-200.0,-200.0,926.0
1021,-200.0,-200.0,1194.0
1022,-200.0,-200.0,1502.0
1023,-200.0,-200.0,1743.0
1024,-200.0,-200.0,1542.0
1025,-200.0,-200.0,1354.0
1026,-200.0,-200.0,1175.0
1027,-200.0,-200.0,916.0
1028,-200.0,-200.0,818.0
1029,-200.0,-200.0,1028.0
1030,-200.0,-200.0,1113.0
1031,-200.0,-200.0,1431.0
1032,-200.0,-200.0,1503.0
1033,-200.0,-200.0,1775.0
1034,-200.0,-200.0,1505.0
1035,-200.0,-200.0,1211.0
1036,-200.0,-200.0,872.0
1037,-200.0,-200.0,855.0
1038,-200.0,-200.0,1170.0
1039,-200.0,-200.0,1024.0
1040,-200.0,-200.0,841.0
1041,-200.0,-200.0,760.0
1042,-200.0,-200.0,803.0
1043,0.6,59.0,793.0
1044,0.8,67.0,906.0
1045,4.0,95.0,1541.0
1046,5.6,123.0,1861.0
1047,5.0,142.0,1895.0
1048,3.2,142.0,1684.0
1049,3.8,169.0,1731.0
1050,3.3,142.0,1402.0
1051,3.0,136.0,1246.0
1052,3.2,147.0,1342.0
1053,4.4,196.0,1489.0
1054,4.6,186.0,1532.0
1055,5.2,177.0,1909.0
1056,4.8,164.0,1757.0
1057,5.6,161.0,1983.0
1058,4.6,146.0,1703.0
1059,1.8,98.0,1246.0
1060,2.2,108.0,1321.0
1061,2.0,107.0,1375.0
1062,2.8,113.0,1456.0
1063,2.6,100.0,1442.0
1064,1.8,87.0,1243.0
1065,1.1,-200.0,1078.0
1066,-200.0,60.0,939.0
1067,0.7,65.0,937.0
1068,0.9,64.0,1019.0
1069,1.5,73.0,1140.0
1070,2.5,86.0,1351.0
1071,3.0,105.0,1459.0
1072,2.6,107.0,1297.0
1073,2.6,114.0,1291.0
1074,2.6,105.0,1296.0
1075,1.9,74.0,972.0
1076,2.0,95.0,1194.0
1077,1.7,89.0,880.0
1078,1.9,95.0,909.0
1079,1.8,93.0,839.0
1080,2.8,123.0,1248.0
1081,3.5,134.0,1476.0
1082,3.4,126.0,1502.0
1083,2.0,79.0,873.0
1084,1.1,54.0,528.0
1085,1.3,69.0,492.0
1086,1.2,67.0,463.0
1087,1.3,73.0,494.0
1088,1.0,73.0,503.0
1089,1.3,-200.0,581.0
1090,-200.0,33.0,350.0
1091,0.3,20.0,305.0
1092,0.5,37.0,329.0
1093,0.6,50.0,375.0
1094,0.6,45.0,373.0
1095,0.8,48.0,385.0
1096,1.0,56.0,403.0
1097,0.9,58.0,393.0
1098,1.0,52.0,388.0
1099,0.8,52.0,371.0
1100,0.7,44.0,347.0
1101,0.9,59.0,396.0
1102,1.3,74.0,474.0
1103,1.4,76.0,505.0
1104,1.5,83.0,625.0
1105,2.7,100.0,941.0
1106,2.5,101.0,893.0
1107,1.4,90.0,731.0
1108,2.8,93.0,955.0
1109,2.1,79.0,761.0
1110,1.1,57.0,515.0
1111,0.7,43.0,434.0
1112,0.4,25.0,369.0
1113,0.3,-200.0,335.0
1114,-200.0,17.0,319.0
1115,0.4,44.0,378.0
1116,0.8,72.0,517.0
1117,1.9,91.0,786.0
1118,2.1,89.0,844.0
1119,1.4,84.0,720.0
1120,1.4,83.0,668.0
1121,1.3,78.0,605.0
1122,1.5,80.0,646.0
1123,1.6,75.0,640.0
1124,1.3,77.0,571.0
1125,1.4,77.0,605.0
1126,1.5,81.0,636.0
1127,2.2,101.0,886.0
1128,3.2,119.0,1032.0
1129,3.0,111.0,977.0
1130,2.6,109.0,924.0
1131,1.6,101.0,846.0
1132,1.5,89.0,755.0
1133,1.2,75.0,610.0
1134,0.8,51.0,439.0
1135,0.7,39.0,402.0
1136,0.5,32.0,406.0
1137,0.5,-200.0,424.0
1138,-200.0,49.0,558.0
1139,0.7,68.0,746.0
1140,1.4,76.0,1126.0
1141,4.1,122.0,1703.0
1142,4.6,129.0,1628.0
1143,1.9,94.0,936.0
1144,1.9,99.0,890.0
1145,1.7,81.0,757.0
1146,2.4,87.0,949.0
1147,3.0,107.0,1109.0
1148,2.0,95.0,870.0
1149,2.7,110.0,1011.0
1150,2.2,99.0,885.0
1151,2.9,113.0,1015.0
1152,3.4,127.0,1155.0
1153,3.9,131.0,1315.0
1154,3.6,137.0,1359.0
1155,2.5,122.0,1194.0
1156,1.8,100.0,951.0
1157,2.0,108.0,1054.0
1158,1.3,83.0,980.0
1159,1.0,74.0,898.0
1160,0.6,64.0,803.0
1161,0.6,-200.0,684.0
1162,-200.0,40.0,644.0
1163,0.5,39.0,677.0
1164,1.1,69.0,996.0
1165,5.5,104.0,1736.0
1166,4.2,100.0,1692.0
1167,4.6,146.0,2108.0
1168,3.4,155.0,1807.0
1169,2.8,139.0,1566.0
1170,2.5,121.0,1293.0
1171,2.4,108.0,1219.0
1172,3.2,126.0,1330.0
1173,3.5,145.0,1299.0
1174,2.9,121.0,1111.0
1175,3.6,145.0,1300.0
1176,4.8,160.0,1653.0
1177,5.4,155.0,1716.0
1178,5.3,162.0,1720.0
1179,2.7,129.0,1339.0
1180,1.4,96.0,1166.0
1181,1.6,92.0,1256.0
1182,1.5,89.0,1125.0
1183,1.0,61.0,968.0
1184,0.6,54.0,814.0
1185,0.4,-200.0,743.0
1186,-200.0,44.0,758.0
1187,0.8,57.0,861.0
1188,1.5,68.0,1047.0
1189,4.9,95.0,1665.0
1190,7.2,125.0,1982.0
1191,3.5,135.0,1711.0
1192,2.1,118.0,1204.0
1193,1.5,91.0,871.0
1194,2.0,89.0,1040.0
1195,3.8,129.0,1439.0
1196,3.4,122.0,1516.0
1197,4.4,138.0,1693.0
1198,3.9,136.0,1635.0
1199,4.9,143.0,1688.0
1200,5.4,145.0,1820.0
1201,6.5,146.0,2006.0
1202,4.3,122.0,1740.0
1203,2.9,112.0,1577.0
1204,2.7,102.0,1443.0
1205,2.8,97.0,1411.0
1206,2.3,85.0,1217.0
1207,1.7,76.0,1086.0
1208,1.2,74.0,1050.0
1209,1.0,-200.0,965.0
1210,-200.0,56.0,906.0
1211,0.8,66.0,917.0
1212,1.7,90.0,1116.0
1213,3.0,111.0,1380.0
1214,3.4,103.0,1378.0
1215,3.3,117.0,1365.0
1216,2.7,116.0,1273.0
1217,2.6,109.0,1242.0
1218,3.2,116.0,1294.0
1219,3.4,115.0,1413.0
1220,2.6,94.0,1224.0
1221,3.4,121.0,1318.0
1222,4.0,114.0,1404.0
1223,4.5,110.0,1471.0
1224,4.2,122.0,1623.0
1225,5.7,135.0,1786.0
1226,4.4,133.0,1569.0
1227,3.1,110.0,1495.0
1228,3.0,102.0,1471.0
1229,3.1,108.0,1384.0
1230,3.5,110.0,1789.0
1231,2.4,84.0,1323.0
1232,1.6,71.0,1081.0
1233,1.3,-200.0,938.0
1234,-200.0,42.0,673.0
1235,0.6,32.0,543.0
1236,0.7,35.0,561.0
1237,1.2,67.0,862.0
1238,1.5,73.0,901.0
1239,1.8,86.0,1048.0
1240,2.1,89.0,971.0
1241,1.9,86.0,915.0
1242,2.0,86.0,891.0
1243,1.3,66.0,628.0
1244,1.3,68.0,556.0
1245,1.8,82.0,652.0
1246,2.0,91.0,683.0
1247,1.8,95.0,624.0
1248,2.4,104.0,733.0
1249,4.0,131.0,1062.0
1250,2.8,112.0,988.0
1251,2.0,100.0,871.0
1252,3.6,115.0,1243.0
1253,3.7,129.0,1175.0
1254,2.3,99.0,1126.0
1255,1.8,74.0,1118.0
1256,0.9,55.0,864.0
1257,1.6,-200.0,942.0
1258,-200.0,35.0,684.0
1259,0.6,37.0,689.0
1260,0.7,45.0,767.0
1261,0.8,46.0,817.0
1262,1.2,68.0,940.0
1263,1.4,77.0,908.0
1264,1.6,79.0,871.0
1265,1.3,72.0,689.0
1266,1.3,68.0,629.0
1267,1.1,64.0,602.0
1268,1.2,73.0,617.0
1269,1.5,84.0,677.0
1270,1.1,67.0,580.0
1271,1.9,106.0,861.0
1272,2.3,114.0,1080.0
1273,3.3,123.0,1288.0
1274,2.6,108.0,1163.0
1275,2.2,100.0,1043.0
1276,2.3,118.0,1045.0
1277,2.0,121.0,929.0
1278,1.6,94.0,825.0
1279,0.8,52.0,545.0
1280,0.6,39.0,500.0
1281,0.4,-200.0,494.0
1282,-200.0,33.0,505.0
1283,0.7,57.0,717.0
1284,1.3,80.0,1126.0
1285,3.4,101.0,1597.0
1286,4.7,109.0,1687.0
1287,3.4,109.0,1529.0
1288,2.5,111.0,1366.0
1289,2.0,102.0,1074.0
1290,1.9,96.0,940.0
1291,1.7,90.0,921.0
1292,1.4,69.0,695.0
1293,1.5,74.0,795.0
1294,2.4,102.0,1079.0
1295,3.9,128.0,1473.0
1296,4.2,130.0,1493.0
1297,3.7,120.0,1308.0
1298,3.2,113.0,1189.0
1299,2.0,100.0,1076.0
1300,1.1,70.0,806.0
1301,1.5,83.0,973.0
1302,1.3,81.0,929.0
1303,1.0,69.0,778.0
1304,0.6,48.0,633.0
1305,0.4,-200.0,497.0
1306,-200.0,28.0,458.0
1307,0.6,47.0,579.0
1308,1.9,88.0,1003.0
1309,4.5,109.0,1393.0
1310,4.3,113.0,1406.0
1311,3.2,104.0,1308.0
1312,1.3,65.0,863.0
1313,2.2,87.0,1004.0
1314,2.6,99.0,1023.0
1315,2.3,100.0,978.0
1316,2.4,105.0,979.0
1317,2.6,97.0,971.0
1318,1.2,54.0,617.0
1319,1.6,59.0,717.0
1320,3.9,109.0,1220.0
1321,4.7,125.0,1296.0
1322,5.4,132.0,1413.0
1323,3.0,110.0,1093.0
1324,0.9,53.0,586.0
1325,1.1,61.0,575.0
1326,0.7,41.0,441.0
1327,0.5,22.0,358.0
1328,0.5,28.0,377.0
1329,0.5,-200.0,437.0
1330,-200.0,41.0,468.0
1331,0.8,54.0,580.0
1332,1.3,81.0,805.0
1333,3.5,107.0,1273.0
1334,-200.0,-200.0,1452.0
1335,3.9,124.0,1307.0
1336,2.9,123.0,1102.0
1337,2.6,120.0,1083.0
1338,3.0,113.0,1083.0
1339,3.7,114.0,1236.0
1340,3.9,120.0,1223.0
1341,3.5,125.0,1175.0
1342,2.4,88.0,933.0
1343,1.6,72.0,835.0
1344,3.0,103.0,1291.0
1345,1.6,67.0,802.0
1346,2.1,79.0,842.0
1347,1.8,89.0,744.0
1348,1.1,67.0,500.0
1349,1.5,83.0,560.0
1350,1.4,76.0,589.0
1351,0.9,58.0,488.0
1352,0.5,30.0,387.0
1353,0.4,-200.0,355.0
1354,-200.0,22.0,351.0
1355,0.6,50.0,420.0
1356,1.3,92.0,695.0
1357,2.9,101.0,1139.0
1358,3.6,121.0,1315.0
1359,3.4,130.0,1217.0
1360,2.5,114.0,1014.0
1361,2.1,100.0,884.0
1362,1.1,56.0,524.0
1363,1.8,75.0,644.0
1364,3.0,121.0,1032.0
1365,3.1,128.0,1038.0
1366,3.6,139.0,1077.0
1367,3.3,122.0,983.0
1368,1.8,92.0,834.0
1369,2.1,97.0,949.0
1370,2.2,98.0,941.0
1371,1.6,93.0,756.0
1372,0.9,65.0,655.0
1373,1.8,81.0,805.0
1374,2.3,102.0,970.0
1375,2.0,91.0,969.0
1376,0.9,56.0,671.0
1377,0.6,-200.0,575.0
1378,-200.0,41.0,535.0
1379,0.7,48.0,489.0
1380,1.5,72.0,689.0
1381,3.7,106.0,1196.0
1382,4.2,107.0,1266.0
1383,3.4,127.0,1130.0
1384,2.4,114.0,834.0
1385,1.3,101.0,536.0
1386,1.5,95.0,545.0
1387,2.2,110.0,720.0
1388,1.8,101.0,655.0
1389,1.9,106.0,614.0
1390,2.3,116.0,725.0
1391,3.6,124.0,1036.0
1392,4.3,133.0,1127.0
1393,2.2,96.0,854.0
1394,1.5,85.0,792.0
1395,2.0,97.0,891.0
1396,2.0,97.0,876.0
1397,2.1,101.0,851.0
1398,1.5,85.0,787.0
1399,2.2,80.0,711.0
1400,0.5,33.0,396.0
1401,-200.0,-200.0,375.0
1402,-200.0,-200.0,343.0
1403,-200.0,-200.0,401.0
1404,-200.0,-200.0,518.0
1405,-200.0,-200.0,685.0
1406,-200.0,-200.0,939.0
1407,-200.0,-200.0,974.0
1408,-200.0,-200.0,959.0
1409,-200.0,-200.0,1067.0
1410,-200.0,-200.0,1061.0
1411,-200.0,-200.0,1008.0
1412,-200.0,-200.0,637.0
1413,-200.0,-200.0,647.0
1414,-200.0,-200.0,523.0
1415,-200.0,-200.0,539.0
1416,-200.0,-200.0,649.0
1417,-200.0,-200.0,1071.0
1418,-200.0,-200.0,1237.0
1419,-200.0,-200.0,1018.0
1420,-200.0,-200.0,966.0
1421,-200.0,-200.0,901.0
1422,-200.0,-200.0,949.0
1423,-200.0,-200.0,1057.0
1424,-200.0,-200.0,989.0
1425,-200.0,-200.0,1005.0
1426,-200.0,-200.0,1003.0
1427,-200.0,-200.0,1087.0
1428,-200.0,-200.0,909.0
1429,-200.0,-200.0,882.0
1430,-200.0,-200.0,568.0
1431,-200.0,-200.0,620.0
1432,-200.0,-200.0,686.0
1433,-200.0,-200.0,700.0
1434,-200.0,-200.0,780.0
1435,-200.0,-200.0,558.0
1436,-200.0,-200.0,608.0
1437,-200.0,-200.0,754.0
1438,-200.0,-200.0,544.0
1439,-200.0,-200.0,550.0
1440,-200.0,-200.0,627.0
1441,-200.0,-200.0,877.0
1442,-200.0,-200.0,981.0
1443,-200.0,-200.0,832.0
1444,-200.0,-200.0,941.0
1445,-200.0,-200.0,1022.0
1446,-200.0,-200.0,888.0
1447,-200.0,-200.0,683.0
1448,-200.0,-200.0,534.0
1449,-200.0,-200.0,489.0
1450,-200.0,-200.0,562.0
1451,-200.0,-200.0,652.0
1452,-200.0,-200.0,1019.0
1453,-200.0,-200.0,1678.0
1454,-200.0,-200.0,1749.0
1455,4.4,117.0,1494.0
1456,2.5,107.0,1186.0
1457,2.1,95.0,1051.0
1458,2.4,93.0,1027.0
1459,2.2,104.0,981.0
1460,2.2,102.0,976.0
1461,2.3,109.0,932.0
1462,2.1,97.0,871.0
1463,2.5,104.0,990.0
1464,3.6,124.0,1196.0
1465,4.0,135.0,1329.0
1466,3.0,122.0,1151.0
1467,2.1,109.0,1031.0
1468,1.7,95.0,917.0
1469,1.1,86.0,860.0
1470,0.9,78.0,910.0
1471,0.4,53.0,699.0
1472,0.2,43.0,596.0
1473,0.2,-200.0,643.0
1474,-200.0,53.0,704.0
1475,0.6,48.0,741.0
1476,1.4,64.0,968.0
1477,4.6,95.0,1561.0
1478,5.5,120.0,1779.0
1479,4.8,153.0,1822.0
1480,4.5,163.0,1675.0
1481,3.0,119.0,1295.0
1482,2.5,96.0,1091.0
1483,2.3,94.0,1023.0
1484,2.0,86.0,877.0
1485,1.9,91.0,931.0
1486,1.9,97.0,913.0
1487,3.5,125.0,1255.0
1488,4.6,140.0,1571.0
1489,6.3,158.0,1779.0
1490,5.0,159.0,1735.0
1491,3.3,128.0,1511.0
1492,2.7,114.0,1424.0
1493,2.2,100.0,1348.0
1494,1.7,88.0,1174.0
1495,0.8,67.0,947.0
1496,0.8,65.0,935.0
1497,0.6,-200.0,838.0
1498,-200.0,47.0,768.0
1499,0.8,57.0,881.0
1500,1.5,73.0,1096.0
1501,4.1,95.0,1495.0
1502,5.9,110.0,1895.0
1503,5.1,121.0,1758.0
1504,3.9,108.0,1630.0
1505,3.4,125.0,1530.0
1506,3.3,117.0,1622.0
1507,5.1,131.0,1828.0
1508,3.1,126.0,1323.0
1509,2.5,114.0,1188.0
1510,2.4,123.0,1166.0
1511,2.8,116.0,1108.0
1512,2.9,107.0,995.0
1513,3.4,123.0,1108.0
1514,2.2,112.0,956.0
1515,1.6,101.0,817.0
1516,1.3,91.0,658.0
1517,1.3,88.0,658.0
1518,1.6,96.0,748.0
1519,1.2,75.0,569.0
1520,0.6,47.0,445.0
1521,0.4,-200.0,379.0
1522,-200.0,25.0,354.0
1523,0.4,49.0,407.0
1524,1.0,85.0,611.0
1525,2.0,106.0,944.0
1526,3.6,136.0,1328.0
1527,2.4,119.0,1085.0
1528,2.4,122.0,1139.0
1529,1.6,90.0,799.0
1530,1.9,97.0,804.0
1531,2.4,98.0,930.0
1532,1.7,93.0,771.0
1533,2.1,98.0,845.0
1534,3.1,123.0,1192.0
1535,4.6,148.0,1494.0
1536,4.5,148.0,1457.0
1537,3.9,133.0,1489.0
1538,4.6,141.0,1602.0
1539,3.3,131.0,1468.0
1540,2.7,121.0,1274.0
1541,3.3,123.0,1401.0
1542,2.5,107.0,1354.0
1543,2.1,104.0,1188.0
1544,1.3,91.0,975.0
1545,1.0,-200.0,816.0
1546,-200.0,87.0,921.0
1547,1.2,102.0,1012.0
1548,1.5,95.0,905.0
1549,3.7,140.0,1449.0
1550,-200.0,-200.0,1725.0
1551,3.3,138.0,1301.0
1552,2.5,113.0,1181.0
1553,1.9,101.0,962.0
1554,2.0,97.0,862.0
1555,2.5,114.0,1017.0
1556,2.1,110.0,993.0
1557,2.1,103.0,879.0
1558,2.3,119.0,926.0
1559,3.0,126.0,1011.0
1560,4.1,144.0,1380.0
1561,4.5,164.0,1698.0
1562,3.5,148.0,1432.0
1563,2.1,119.0,1217.0
1564,2.3,111.0,1317.0
1565,1.9,115.0,1255.0
1566,1.9,103.0,1223.0
1567,1.2,81.0,930.0
1568,1.0,71.0,954.0
1569,1.1,-200.0,889.0
1570,-200.0,58.0,808.0
1571,0.5,44.0,643.0
1572,0.6,49.0,756.0
1573,1.4,68.0,1067.0
1574,2.6,108.0,1391.0
1575,2.8,117.0,1486.0
1576,2.6,127.0,1327.0
1577,1.6,93.0,835.0
1578,1.7,94.0,834.0
1579,1.7,87.0,815.0
1580,1.3,75.0,621.0
1581,1.4,81.0,643.0
1582,1.4,86.0,712.0
1583,1.7,97.0,746.0
1584,2.3,117.0,991.0
1585,2.5,120.0,1046.0
1586,3.3,149.0,1304.0
1587,2.2,124.0,1100.0
1588,1.6,97.0,1001.0
1589,2.6,112.0,1290.0
1590,2.3,95.0,1205.0
1591,1.5,88.0,1045.0
1592,0.9,54.0,739.0
1593,0.8,-200.0,683.0
1594,-200.0,43.0,573.0
1595,0.4,45.0,564.0
1596,0.4,47.0,602.0
1597,0.8,58.0,785.0
1598,0.9,69.0,878.0
1599,1.6,89.0,981.0
1600,2.0,105.0,991.0
1601,1.6,92.0,780.0
1602,1.4,82.0,684.0
1603,0.9,56.0,468.0
1604,0.9,60.0,468.0
1605,1.2,64.0,530.0
1606,1.4,85.0,648.0
1607,1.9,107.0,746.0
1608,1.8,106.0,819.0
1609,2.7,125.0,1125.0
1610,2.4,118.0,1013.0
1611,1.6,95.0,816.0
1612,1.4,97.0,750.0
1613,1.4,93.0,673.0
1614,1.4,85.0,692.0
1615,0.9,67.0,517.0
1616,0.5,37.0,392.0
1617,0.4,-200.0,360.0
1618,-200.0,40.0,409.0
1619,0.5,75.0,779.0
1620,1.3,102.0,1016.0
1621,2.6,113.0,1243.0
1622,2.0,142.0,949.0
1623,1.8,90.0,861.0
1624,1.7,94.0,850.0
1625,1.5,92.0,788.0
1626,1.9,97.0,879.0
1627,1.7,88.0,747.0
1628,1.5,86.0,700.0
1629,1.7,99.0,695.0
1630,1.7,95.0,756.0
1631,2.4,105.0,941.0
1632,3.1,121.0,1021.0
1633,3.4,125.0,1167.0
1634,3.0,122.0,1105.0
1635,1.2,81.0,712.0
1636,1.2,73.0,735.0
1637,1.3,80.0,851.0
1638,1.0,65.0,706.0
1639,0.4,59.0,643.0
1640,0.3,50.0,608.0
1641,0.2,-200.0,469.0
1642,-200.0,23.0,469.0
1643,0.5,37.0,618.0
1644,0.9,54.0,931.0
1645,2.7,94.0,1519.0
1646,6.5,139.0,2054.0
1647,3.2,115.0,1550.0
1648,2.4,119.0,1381.0
1649,1.9,103.0,1115.0
1650,2.7,123.0,1189.0
1651,2.9,126.0,1200.0
1652,2.0,106.0,965.0
1653,2.3,127.0,1018.0
1654,1.9,105.0,775.0
1655,3.0,130.0,1193.0
1656,4.4,160.0,1425.0
1657,4.7,162.0,1594.0
1658,3.4,135.0,1284.0
1659,2.4,122.0,1174.0
1660,1.2,75.0,937.0
1661,1.7,96.0,985.0
1662,1.2,84.0,1041.0
1663,0.7,68.0,867.0
1664,0.5,65.0,822.0
1665,0.3,-200.0,624.0
1666,-200.0,52.0,669.0
1667,0.3,46.0,628.0
1668,0.7,54.0,810.0
1669,3.1,94.0,1495.0
1670,6.2,155.0,2018.0
1671,4.6,165.0,1696.0
1672,2.6,134.0,1340.0
1673,2.1,122.0,1123.0
1674,2.0,113.0,971.0
1675,2.2,115.0,1000.0
1676,2.1,118.0,891.0
1677,2.3,125.0,852.0
1678,2.5,135.0,975.0
1679,3.4,149.0,1192.0
1680,4.3,162.0,1373.0
1681,3.8,151.0,1307.0
1682,3.8,154.0,1325.0
1683,2.0,118.0,918.0
1684,1.7,103.0,877.0
1685,2.0,122.0,1024.0
1686,1.5,102.0,1019.0
1687,0.8,73.0,823.0
1688,0.5,59.0,701.0
1689,0.3,-200.0,542.0
1690,-200.0,26.0,463.0
1691,0.3,35.0,533.0
1692,0.9,68.0,906.0
1693,2.8,97.0,1447.0
1694,5.4,146.0,1835.0
1695,4.0,83.0,1552.0
1696,2.2,117.0,1092.0
1697,2.2,117.0,1071.0
1698,2.0,108.0,881.0
1699,2.0,107.0,907.0
1700,1.9,120.0,899.0
1701,2.7,150.0,1074.0
1702,2.2,138.0,969.0
1703,3.5,148.0,1267.0
1704,4.1,168.0,1402.0
1705,4.4,172.0,1437.0
1706,4.5,179.0,1382.0
1707,2.9,143.0,1280.0
1708,2.6,137.0,1250.0
1709,2.1,117.0,1359.0
1710,1.2,93.0,1102.0
1711,0.6,64.0,768.0
1712,0.3,58.0,656.0
1713,0.3,-200.0,683.0
1714,-200.0,47.0,670.0
1715,0.3,47.0,656.0
1716,0.7,62.0,926.0
1717,4.2,113.0,1677.0
1718,4.8,126.0,1828.0
1719,3.4,139.0,1752.0
1720,2.8,148.0,1581.0
1721,1.8,117.0,1132.0
1722,1.9,106.0,1037.0
1723,2.0,98.0,1023.0
1724,1.9,98.0,1022.0
1725,2.0,110.0,989.0
1726,2.3,114.0,925.0
1727,2.7,122.0,795.0
1728,3.6,155.0,1263.0
1729,3.8,145.0,1184.0
1730,3.5,146.0,1272.0
1731,2.5,130.0,1177.0
1732,2.5,126.0,1231.0
1733,3.0,127.0,1243.0
1734,3.7,126.0,1427.0
1735,3.3,124.0,1454.0
1736,1.5,93.0,1183.0
1737,0.7,-200.0,908.0
1738,-200.0,58.0,821.0
1739,0.5,59.0,777.0
1740,0.5,66.0,888.0
1741,1.2,80.0,1076.0
1742,2.2,94.0,1285.0
1743,2.2,102.0,1315.0
1744,2.1,96.0,1250.0
1745,1.8,91.0,978.0
1746,2.2,104.0,1072.0
1747,2.0,84.0,1064.0
1748,1.4,76.0,825.0
1749,1.8,87.0,924.0
1750,2.1,101.0,966.0
1751,2.8,115.0,1302.0
1752,2.8,110.0,1256.0
1753,2.7,103.0,1068.0
1754,1.8,90.0,1070.0
1755,1.2,68.0,792.0
1756,2.6,85.0,1017.0
1757,3.1,100.0,1207.0
1758,4.1,114.0,1499.0
1759,3.6,108.0,1474.0
1760,1.9,78.0,1163.0
1761,1.9,-200.0,1189.0
1762,-200.0,55.0,815.0
1763,0.3,37.0,507.0
1764,0.4,53.0,506.0
1765,0.8,79.0,716.0
1766,0.8,65.0,795.0
1767,0.8,64.0,594.0
1768,0.8,66.0,565.0
1769,0.9,53.0,523.0
1770,1.2,69.0,591.0
1771,1.0,57.0,559.0
1772,0.8,36.0,430.0
1773,1.1,57.0,522.0
1774,1.5,73.0,641.0
1775,1.5,81.0,738.0
1776,1.4,91.0,778.0
1777,1.1,65.0,718.0
1778,0.9,56.0,689.0
1779,1.0,69.0,852.0
1780,1.1,73.0,854.0
1781,1.0,76.0,664.0
1782,0.7,67.0,544.0
1783,0.5,44.0,461.0
1784,0.2,21.0,352.0
1785,-200.0,-200.0,308.0
1786,-200.0,19.0,301.0
1787,0.1,29.0,307.0
1788,0.5,69.0,441.0
1789,1.6,111.0,775.0
1790,2.0,81.0,907.0
1791,1.3,56.0,763.0
1792,1.0,90.0,649.0
1793,0.9,85.0,598.0
1794,1.2,83.0,579.0
1795,1.3,85.0,596.0
1796,1.1,85.0,595.0
1797,1.2,81.0,607.0
1798,1.4,92.0,662.0
1799,2.0,108.0,822.0
1800,2.4,106.0,987.0
1801,2.1,114.0,966.0
1802,1.2,96.0,763.0
1803,0.7,77.0,617.0
1804,0.7,73.0,564.0
1805,0.8,86.0,646.0
1806,0.5,84.0,753.0
1807,0.2,56.0,669.0
1808,-200.0,31.0,435.0
1809,-200.0,-200.0,436.0
1810,-200.0,30.0,403.0
1811,0.1,51.0,532.0
1812,0.2,45.0,536.0
1813,1.1,82.0,917.0
1814,3.0,100.0,1481.0
1815,2.1,91.0,1187.0
1816,2.6,130.0,1220.0
1817,3.2,155.0,1381.0
1818,2.1,114.0,1103.0
1819,2.2,127.0,1105.0
1820,2.4,138.0,1248.0
1821,-200.0,-200.0,976.0
1822,-200.0,-200.0,898.0
1823,-200.0,-200.0,1038.0
1824,-200.0,-200.0,1395.0
1825,-200.0,-200.0,-200.0
1826,-200.0,-200.0,-200.0
1827,-200.0,-200.0,-200.0
1828,-200.0,-200.0,-200.0
